title,actor,writer,genre,country,director,rating,score,year,release,runtime
Xiu Xiu: The Sent-Down Girl,Xiaolu Li,Joan Chen,Drama,Hong Kong,Joan Chen,R,7.5,1998,11-16-2000,99
Harry Potter and the Sorcerer's Stone,Daniel Radcliffe,J.K. Rowling,Adventure,UK,Chris Columbus,PG,7.5,2001,11-16-2001,152
Waking Life,Ethan Hawke,Richard Linklater,Animation,USA,Richard Linklater,R,7.8,2001,11-16-2001,99
The Man Who Wasn't There,Billy Bob Thornton,Joel Coen,Crime,USA,Joel Coen,R,7.6,2001,11-16-2001,116
Beowulf,Ray Winstone,Neil Gaiman,Animation,USA,Robert Zemeckis,PG-13,6.2,2007,11-16-2007,115
Love in the Time of Cholera,Javier Bardem,Ronald Harwood,Drama,USA,Mike Newell,R,6.4,2007,11-16-2007,139
Mr. Magorium's Wonder Emporium,Natalie Portman,Zach Helm,Comedy,USA,Zach Helm,G,6.2,2007,11-16-2007,93
The Twilight Saga: Breaking Dawn - Part 2,Kristen Stewart,Melissa Rosenberg,Adventure,USA,Bill Condon,PG-13,5.5,2012,11-16-2012,115
Lincoln,Daniel Day-Lewis,Tony Kushner,Biography,USA,Steven Spielberg,PG-13,7.4,2012,11-16-2012,150
The Sessions,John Hawkes,Ben Lewin,Biography,USA,Ben Lewin,R,7.2,2012,11-16-2012,95
The Little Mermaid,Jodi Benson,John Musker,Animation,USA,Ron Clements,G,7.6,1989,11-17-1989,83
Harlem Nights,Eddie Murphy,Eddie Murphy,Comedy,USA,Eddie Murphy,R,5.9,1989,11-17-1989,116
All Dogs Go to Heaven,Dom DeLuise,Don Bluth,Animation,Ireland,Don Bluth,G,6.7,1989,11-17-1989,84
Valmont relaciones peligrosas,Colin Firth,Choderlos de Laclos,Drama,France,Milos Forman,R,7,1989,11-17-1989,137
Mystery Train,Masatoshi Nagase,Jim Jarmusch,Comedy,USA,Jim Jarmusch,R,7.6,1989,11-17-1989,110
Prancer,Sam Elliott,Greg Taylor,Drama,USA,John D. Hancock,G,6.3,1989,11-17-1989,103
The Saint of Fort Washington,Danny Glover,Lyle Kessler,Drama,USA,Tim Hunter,R,7.2,1993,11-17-1993,100
GoldenEye,Pierce Brosnan,Ian Fleming,Action,UK,Martin Campbell,PG-13,7.2,1995,11-17-1995,130
The American President,Michael Douglas,Aaron Sorkin,Comedy,USA,Rob Reiner,PG-13,6.8,1995,11-17-1995,114
It Takes Two,Kirstie Alley,Deborah Dean Davis,Comedy,USA,Andy Tennant,PG,5.8,1995,11-17-1995,101
When Night Is Falling,Pascale Bussières,Patricia Rozema,Drama,Canada,Patricia Rozema,R,6.7,1995,11-17-1995,94
Jin-Roh: The Wolf Brigade,Michael Dobson,Mamoru Oshii,Animation,Japan,Hiroyuki Okiura,R,7.5,1999,11-17-1999,102
How the Grinch Stole Christmas,Jim Carrey,Dr. Seuss,Comedy,USA,Ron Howard,PG,6,2000,11-17-2000,104
The 6th Day,Arnold Schwarzenegger,Cormac Wibberley,Action,USA,Roger Spottiswoode,PG-13,5.9,2000,11-17-2000,123
Rugrats in Paris: The Movie,Christine Cavanaugh,J. David Stem,Animation,Germany,Stig Bergqvist,G,6.1,2000,11-17-2000,78
Bounce,Ben Affleck,Don Roos,Drama,USA,Don Roos,PG-13,5.7,2000,11-17-2000,106
Vatel,Gérard Depardieu,Jeanne Labrune,Biography,France,Roland Joffé,PG-13,6.6,2000,11-17-2001,103
Casino Royale,Daniel Craig,Neal Purvis,Action,UK,Martin Campbell,PG-13,8,2006,11-17-2006,144
Happy Feet,Elijah Wood,George Miller,Animation,USA,George Miller,PG,6.5,2006,11-17-2006,108
The Queen,Helen Mirren,Peter Morgan,Biography,UK,Stephen Frears,PG-13,7.3,2006,11-17-2006,103
Fast Food Nation,Greg Kinnear,Eric Schlosser,Comedy,UK,Richard Linklater,R,6.3,2006,11-17-2006,114
Let's Go to Prison,Dax Shepard,Robert Ben Garant,Comedy,USA,Bob Odenkirk,R,6,2006,11-17-2006,84
The Land Before Time,Pat Hingle,Stu Krieger,Animation,USA,Don Bluth,G,7.4,1988,11-18-1988,69
Oliver & Company,Joey Lawrence,Jim Cox,Animation,USA,George Scribner,G,6.7,1988,11-18-1988,74
El Hotel de los Fantasmas,Peter O'Toole,Neil Jordan,Comedy,Ireland,Neil Jordan,PG-13,5.7,1988,11-18-1988,99
1969,Robert Downey Jr.,Ernest Thompson,Drama,USA,Ernest Thompson,R,5.8,1988,11-18-1988,95
Another Woman,Gena Rowlands,Woody Allen,Drama,USA,Woody Allen,PG,7.4,1988,11-18-1988,81
Fresh Horses,Molly Ringwald,Larry Ketron,Drama,USA,David Anspaugh,PG-13,5,1988,11-18-1988,105
The Chocolate War,John Glover,Robert Cormier,Drama,USA,Keith Gordon,R,6.9,1988,11-18-1988,100
Last Rites,Tom Berenger,Donald P. Bellisario,Action,USA,Donald P. Bellisario,R,5.2,1988,11-18-1988,103
"Distant Voices, Still Lives",Pete Postlethwaite,Terence Davies,Drama,UK,Terence Davies,PG-13,7.5,1988,11-18-1988,85
Malcolm X,Denzel Washington,Alex Haley,Biography,USA,Spike Lee,PG-13,7.7,1992,11-18-1992,202
Léon: The Professional,Jean Reno,Luc Besson,Crime,France,Luc Besson,R,8.6,1994,11-18-1994,110
Star Trek: Generations,Patrick Stewart,Gene Roddenberry,Action,USA,David Carson,PG,6.6,1994,11-18-1994,118
The Swan Princess,Jack Palance,Richard Rich,Animation,USA,Richard Rich,G,6.4,1994,11-18-1994,100
Miracle on 34th Street,Richard Attenborough,Valentine Davies,Family,USA,Les Mayfield,PG,6.4,1994,11-18-1994,114
Harry Potter and the Goblet of Fire,Daniel Radcliffe,Steve Kloves,Adventure,UK,Mike Newell,PG-13,7.7,2005,11-18-2005,157
Walk the Line,Joaquin Phoenix,Johnny Cash,Biography,USA,James Mangold,PG-13,7.9,2005,11-18-2005,136
Kiss Kiss Bang Bang,Robert Downey Jr.,Brett Halliday,Comedy,USA,Shane Black,R,7.6,2005,11-18-2005,103
Paradise Now,Kais Nashif,Hany Abu-Assad,Crime,Palestine,Hany Abu-Assad,PG-13,7.5,2005,11-18-2005,90
Welcome to the Rileys,James Gandolfini,Ken Hixon,Drama,UK,Jake Scott,R,7,2010,11-18-2011,100
The Twilight Saga: Breaking Dawn - Part 1,Kristen Stewart,Melissa Rosenberg,Adventure,USA,Bill Condon,PG-13,4.9,2011,11-18-2011,117
Happy Feet Two,Elijah Wood,George Miller,Animation,Australia,George Miller,PG,5.9,2011,11-18-2011,100
Fantastic Beasts and Where to Find Them,Eddie Redmayne,J.K. Rowling,Adventure,UK,David Yates,PG-13,7.4,2016,11-18-2016,133
Moonlight,Mahershala Ali,Barry Jenkins,Drama,USA,Barry Jenkins,R,7.5,2016,11-18-2016,111
The Edge of Seventeen,Hailee Steinfeld,Kelly Fremon Craig,Comedy,USA,Kelly Fremon Craig,R,7.4,2016,11-18-2016,104
Bleed for This,Miles Teller,Ben Younger,Biography,USA,Ben Younger,R,6.8,2016,11-18-2016,117
Billy Lynn's Long Halftime Walk,Joe Alwyn,Ben Fountain,Drama,UK,Ang Lee,R,6.3,2016,11-18-2016,113
A Street Cat Named Bob,Luke Treadaway,James Bowen,Biography,UK,Roger Spottiswoode,UNRATED,7.4,2016,11-18-2016,103
The Take,Idris Elba,Andrew Baldwin,Action,UK,James Watkins,R,6.3,2016,11-18-2016,92
Addams Family Values,Anjelica Huston,Charles Addams,Comedy,USA,Barry Sonnenfeld,PG-13,6.6,1993,11-19-1993,94
The Remains of the Day,Anthony Hopkins,Kazuo Ishiguro,Drama,USA,James Ivory,PG,7.9,1993,11-19-1993,134
Man's Best Friend,Ally Sheedy,John Lafia,Comedy,USA,John Lafia,R,5.1,1993,11-19-1993,87
Dangerous Game,Harvey Keitel,Nicholas St. John,Drama,Italy,Abel Ferrara,R,5.7,1993,11-19-1993,108
Boiling Point,Takeshi Kitano,Takeshi Kitano,Action,Japan,Takeshi Kitano,NOT RATED,6.8,1990,11-19-1999,96
Sleepy Hollow,Johnny Depp,Washington Irving,Fantasy,USA,Tim Burton,R,7.4,1999,11-19-1999,105
The Boondock Saints,Willem Dafoe,Troy Duffy,Action,USA,Troy Duffy,R,7.9,1999,11-19-1999,108
The World Is Not Enough,Pierce Brosnan,Neal Purvis,Action,UK,Michael Apted,PG-13,6.4,1999,11-19-1999,128
Onegin,Ralph Fiennes,Peter Ettedgui,Drama,UK,Martha Fiennes,R,6.9,1999,11-19-1999,106
National Treasure,Nicolas Cage,Jim Kouf,Action,USA,Jon Turteltaub,PG,6.9,2004,11-19-2004,131
The SpongeBob SquarePants Movie,Jeffrey Tambor,Stephen Hillenburg,Animation,USA,Stephen Hillenburg,PG,7,2004,11-19-2004,87
Bridget Jones: The Edge of Reason,Renée Zellweger,Helen Fielding,Comedy,UK,Beeban Kidron,R,5.9,2004,11-19-2004,108
Harry Potter and the Deathly Hallows: Part 1,Daniel Radcliffe,Steve Kloves,Adventure,UK,David Yates,PG-13,7.7,2010,11-19-2010,146
The Next Three Days,Russell Crowe,Paul Haggis,Crime,USA,Paul Haggis,PG-13,7.4,2010,11-19-2010,133
The Way,Martin Sheen,Emilio Estevez,Adventure,Spain,Emilio Estevez,PG-13,7.4,2010,11-19-2010,100
Guzaarish,Hrithik Roshan,Sanjay Leela Bhansali,Comedy,India,Sanjay Leela Bhansali,Not specified,7.5,2010,11-19-2010,126
Flowers in the Attic,Louise Fletcher,Virginia C. Andrews,Drama,USA,Jeffrey Bloom,PG-13,5.7,1987,11-20-1987,93
Teen Wolf Too,Jason Bateman,Jeph Loeb,Comedy,USA,Christopher Leitch,PG,3.2,1987,11-20-1987,95
Date with an Angel,Phoebe Cates,Tom McLoughlin,Comedy,USA,Tom McLoughlin,PG,5.8,1987,11-20-1987,105
Samantha,Martha Plimpton,John Golden,Comedy,USA,Stephen La Rocque,PG,6.5,1991,11-20-1992,96
Home Alone 2: Lost in New York,Macaulay Culkin,John Hughes,Adventure,USA,Chris Columbus,PG,6.6,1992,11-20-1992,120
The War at Home,Emilio Estevez,James Duff,Drama,USA,Emilio Estevez,R,7.1,1996,11-20-1996,123
American History X,Edward Norton,David McKenna,Crime,USA,Tony Kaye,R,8.5,1998,11-20-1998,119
Enemy of the State,Will Smith,David Marconi,Action,USA,Tony Scott,R,7.3,1998,11-20-1998,132
The Rugrats Movie,Elizabeth Daily,David N. Weiss,Animation,USA,Igor Kovalyov,G,5.9,1998,11-20-1998,79
Taxi,Samy Naceri,Luc Besson,Action,France,Gérard Pirès,NOT RATED,6.9,1998,11-20-1998,86
Celebrity,Kenneth Branagh,Woody Allen,Comedy,USA,Woody Allen,R,6.3,1998,11-20-1998,113
Central Station,Fernanda Montenegro,Marcos Bernstein,Drama,Brazil,Walter Salles,R,8,1998,11-20-1998,113
Savior,Dennis Quaid,Robert Orr,Drama,USA,Predrag Antonijevic,R,7.3,1998,11-20-1998,103
Kontroll,Sándor Csányi,Jim Adler,Comedy,Hungary,Nimród Antal,R,7.7,2003,11-20-2003,107
Repo! The Genetic Opera,Paul Sorvino,Darren Smith,Horror,USA,Darren Lynn Bousman,R,6.7,2008,11-20-2008,98
The Blind Side,Quinton Aaron,John Lee Hancock,Biography,USA,John Lee Hancock,PG-13,7.7,2009,11-20-2009,100
The Twilight Saga: New Moon,Kristen Stewart,Melissa Rosenberg,Adventure,USA,Chris Weitz,PG-13,4.6,2009,11-20-2009,130
Precious,Gabourey Sidibe,Geoffrey Fletcher,Drama,USA,Lee Daniels,R,7.3,2009,11-20-2009,110
Planeta 51,Dwayne Johnson,Javier Abad,Animation,Spain,Jorge Blanco,PG,6.1,2009,11-20-2009,91
Legend,Tom Hardy,Brian Helgeland,Biography,UK,Brian Helgeland,R,7,2015,11-20-2015,132
Spotlight,Mark Ruffalo,Josh Singer,Crime,USA,Tom McCarthy,R,8.1,2015,11-20-2015,128
The Hunger Games: Mockingjay - Part 2,Jennifer Lawrence,Peter Craig,Action,USA,Francis Lawrence,PG-13,6.6,2015,11-20-2015,137
Secret in Their Eyes,Chiwetel Ejiofor,Billy Ray,Crime,USA,Billy Ray,PG-13,6.2,2015,11-20-2015,111
The Night Before,Joseph Gordon-Levitt,Jonathan Levine,Adventure,USA,Jonathan Levine,R,6.4,2015,11-20-2015,101
The Wraith,Charlie Sheen,Mike Marvin,Action,USA,Mike Marvin,PG-13,5.9,1986,11-21-1986,93
An American Tail,Dom DeLuise,Judy Freudberg,Animation,USA,Don Bluth,G,6.9,1986,11-21-1986,80
Firewalker,Chuck Norris,Robert Gosnell,Action,USA,J. Lee Thompson,PG,5,1986,11-21-1986,104
Defense of the Realm,Gabriel Byrne,Martin Stellman,Thriller,UK,David Drury,PG,6.6,1986,11-21-1986,96
Robot Jox,Gary Graham,Stuart Gordon,Action,USA,Stuart Gordon,PG,5.3,1989,11-21-1990,85
Dances with Wolves,Kevin Costner,Michael Blake,Adventure,USA,Kevin Costner,PG-13,8,1990,11-21-1990,181
Predator 2,Danny Glover,Jim Thomas,Action,USA,Stephen Hopkins,R,6.2,1990,11-21-1990,108
3 Men and a Little Lady,Tom Selleck,Coline Serreau,Comedy,USA,Emile Ardolino,PG,5.3,1990,11-21-1990,104
El príncipe Cascanueces,Kiefer Sutherland,E.T.A. Hoffmann,Animation,Canada,Paul Schibli,G,6.9,1990,11-21-1990,100
Mosquito,Gunnar Hansen,Tom Chaney,Horror,USA,Gary Jones,R,4.6,1994,11-21-1994,92
Anastasia,Meg Ryan,Susan Gauthier,Animation,USA,Don Bluth,G,7.1,1997,11-21-1997,94
The Rainmaker,Matt Damon,John Grisham,Crime,USA,Francis Ford Coppola,PG-13,7.1,1997,11-21-1997,135
Mortal Kombat: Annihilation,Robin Shou,Ed Boon,Action,USA,John R. Leonetti,PG-13,3.7,1997,11-21-1997,95
Midnight in the Garden of Good and Evil,John Cusack,John Berendt,Crime,USA,Clint Eastwood,R,6.6,1997,11-21-1997,155
Dulce porvenir,Ian Holm,Russell Banks,Drama,Canada,Atom Egoyan,R,7.7,1997,11-21-1997,112
Juego de espías,Robert Redford,Michael Frost Beckner,Action,Germany,Tony Scott,R,7.1,2001,11-21-2001,126
Out Cold,Flex Alexander,Jon Zack,Comedy,USA,Brendan Malloy,PG-13,6.3,2001,11-21-2001,89
Black Knight,Martin Lawrence,Darryl Quarles,Adventure,USA,Gil Junger,PG-13,4.8,2001,11-21-2001,95
Oldboy: Cinco días para vengarse,Min-sik Choi,Garon Tsuchiya,Action,South Korea,Chan-wook Park,R,8.4,2003,11-21-2003,120
The Cat in the Hat,Mike Myers,Dr. Seuss,Adventure,USA,Bo Welch,PG,3.8,2003,11-21-2003,82
Gothika,Halle Berry,Sebastian Gutierrez,Horror,USA,Mathieu Kassovitz,R,5.8,2003,11-21-2003,98
No Country for Old Men,Tommy Lee Jones,Joel Coen,Crime,USA,Ethan Coen,R,8.1,2007,11-21-2007,122
The Mist,Thomas Jane,Frank Darabont,Horror,USA,Frank Darabont,R,7.2,2007,11-21-2007,126
August Rush,Freddie Highmore,Nick Castle,Drama,USA,Kirsten Sheridan,PG,7.5,2007,11-21-2007,114
Enchanted,Amy Adams,Bill Kelly,Animation,USA,Kevin Lima,PG,7.1,2007,11-21-2007,107
Hitman - Agente 47,Timothy Olyphant,Skip Woods,Action,France,Xavier Gens,R,6.3,2007,11-21-2007,100
This Christmas,Regina King,Preston A. Whitmore II,Comedy,USA,Preston A. Whitmore II,PG-13,6.2,2007,11-21-2007,100
Twilight,Kristen Stewart,Melissa Rosenberg,Drama,USA,Catherine Hardwicke,PG-13,5.2,2008,11-21-2008,122
Bolt,John Travolta,Dan Fogelman,Animation,USA,Byron Howard,PG,6.9,2008,11-21-2008,96
"Synecdoche, New York",Philip Seymour Hoffman,Charlie Kaufman,Comedy,USA,Charlie Kaufman,R,7.5,2008,11-21-2008,124
Happy-Go-Lucky,Sally Hawkins,Mike Leigh,Comedy,UK,Mike Leigh,R,7,2008,11-21-2008,118
Life of Pi,Suraj Sharma,Yann Martel,Adventure,USA,Ang Lee,PG,7.9,2012,11-21-2012,127
Rise of the Guardians,Hugh Jackman,David Lindsay-Abaire,Animation,USA,Peter Ramsey,PG,7.3,2012,11-21-2012,97
Red Dawn,Chris Hemsworth,Carl Ellsworth,Action,USA,Dan Bradley,PG-13,5.4,2012,11-21-2012,93
The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence,Peter Craig,Action,USA,Francis Lawrence,PG-13,6.7,2014,11-21-2014,123
Back to the Future Part II,Michael J. Fox,Robert Zemeckis,Adventure,USA,Robert Zemeckis,PG,7.8,1989,11-22-1989,108
Steel Magnolias,Shirley MacLaine,Robert Harling,Comedy,USA,Herbert Ross,PG,7.2,1989,11-22-1989,117
Beauty and the Beast,Paige O'Hara,Linda Woolverton,Animation,USA,Gary Trousdale,G,8,1991,11-22-1991,84
The Addams Family,Anjelica Huston,Charles Addams,Comedy,USA,Barry Sonnenfeld,PG-13,6.8,1991,11-22-1991,99
An American Tail: Fievel Goes West,James Stewart,Flint Dille,Animation,USA,Phil Nibbelink,G,6.5,1991,11-22-1991,75
The Double Life of Veronique,Irène Jacob,Krzysztof Kieslowski,Drama,France,Krzysztof Kieslowski,R,7.9,1991,11-22-1991,98
Close My Eyes,Alan Rickman,Stephen Poliakoff,Drama,UK,Stephen Poliakoff,R,6.4,1991,11-22-1991,108
Toy Story,Tom Hanks,John Lasseter,Animation,USA,John Lasseter,G,8.3,1995,11-22-1995,81
Casino,Robert De Niro,Nicholas Pileggi,Crime,France,Martin Scorsese,R,8.2,1995,11-22-1995,178
Money Train,Wesley Snipes,Doug Richardson,Action,USA,Joseph Ruben,R,5.6,1995,11-22-1995,110
Nick of Time,Johnny Depp,Patrick Sheane Duncan,Action,USA,John Badham,R,6.3,1995,11-22-1995,90
Two Bits,Al Pacino,Joseph Stefano,Drama,USA,James Foley,PG-13,6.3,1995,11-22-1995,85
First Contact,Patrick Stewart,Gene Roddenberry,Action,USA,Jonathan Frakes,PG-13,7.6,1996,11-22-1996,111
Jingle All the Way,Arnold Schwarzenegger,Randy Kornfield,Comedy,USA,Brian Levant,PG,5.5,1996,11-22-1996,89
Ridicule,Charles Berling,Rémi Waterhouse,Comedy,France,Patrice Leconte,R,7.5,1996,11-22-1996,102
Unbreakable,Bruce Willis,M. Night Shyamalan,Drama,USA,M. Night Shyamalan,PG-13,7.2,2000,11-22-2000,106
102 Dalmatians,Glenn Close,Dodie Smith,Adventure,USA,Kevin Lima,G,4.8,2000,11-22-2000,100
Die Another Day,Pierce Brosnan,Ian Fleming,Action,UK,Lee Tamahori,PG-13,6.1,2002,11-22-2002,133
Frida,Salma Hayek,Hayden Herrera,Biography,USA,Julie Taymor,R,7.4,2002,11-22-2002,123
Friday After Next,Ice Cube,Ice Cube,Comedy,USA,Marcus Raboy,R,5.8,2002,11-22-2002,85
Bundy,Michael Reilly Burke,Stephen Johnston,Biography,UK,Matthew Bright,R,5.9,2002,11-22-2002,99
The Emperor's Club,Kevin Kline,Ethan Canin,Drama,USA,Michael Hoffman,PG-13,6.9,2002,11-22-2002,109
Roger Dodger,Campbell Scott,Dylan Kidd,Comedy,USA,Dylan Kidd,R,7,2002,11-22-2002,106
The Fountain,Hugh Jackman,Darren Aronofsky,Drama,USA,Darren Aronofsky,PG-13,7.3,2006,11-22-2006,96
Deja Vu,Denzel Washington,Bill Marsilii,Action,USA,Tony Scott,PG-13,7,2006,11-22-2006,126
Tenacious D in The Pick of Destiny,Jack Black,Jack Black,Adventure,USA,Liam Lynch,R,6.8,2006,11-22-2006,93
Deck the Halls,Matthew Broderick,Matt Corman,Comedy,USA,John Whitesell,PG,4.9,2006,11-22-2006,93
The Hunger Games: Catching Fire,Jennifer Lawrence,Simon Beaufoy,Action,USA,Francis Lawrence,PG-13,7.6,2013,11-22-2013,146
Dallas Buyers Club,Matthew McConaughey,Craig Borten,Biography,USA,Jean-Marc Vallée,R,8,2013,11-22-2013,117
Contracted,Najarra Townsend,Eric England,Drama,USA,Eric England,NOT RATED,5.3,2013,11-22-2013,84
Delivery Man,Vince Vaughn,Ken Scott,Comedy,USA,Ken Scott,PG-13,6.4,2013,11-22-2013,105
Scrooged,Bill Murray,Mitch Glazer,Comedy,USA,Richard Donner,PG-13,7,1988,11-23-1988,101
Cocoon: The Return,Don Ameche,David Saperstein,Adventure,USA,Daniel Petrie,PG,5.3,1988,11-23-1988,116
Buster,Phil Collins,Colin Shindler,Comedy,UK,David Green,R,5.8,1988,11-23-1988,91
The Pagemaster,Macaulay Culkin,David Kirschner,Animation,USA,Pixote Hunt,G,6,1994,11-23-1994,80
Three Colors: Red,Irène Jacob,Krzysztof Kieslowski,Drama,Switzerland,Krzysztof Kieslowski,R,8.1,1994,11-23-1994,99
Junior,Arnold Schwarzenegger,Kevin Wade,Comedy,USA,Ivan Reitman,PG-13,4.6,1994,11-23-1994,109
A Low Down Dirty Shame,Keenen Ivory Wayans,Keenen Ivory Wayans,Action,USA,Keenen Ivory Wayans,R,5.9,1994,11-23-1994,100
Mrs. Parker and the Vicious Circle,Jennifer Jason Leigh,Alan Rudolph,Biography,USA,Alan Rudolph,R,6.4,1994,11-23-1994,125
Me Without You,Anna Friel,Sandra Goldbacher,Drama,UK,Sandra Goldbacher,R,7,2001,11-23-2001,94
Rent,Taye Diggs,Stephen Chbosky,Drama,USA,Chris Columbus,PG-13,7,2005,11-23-2005,135
Pride & Prejudice,Keira Knightley,Jane Austen,Drama,France,Joe Wright,PG,7.8,2005,11-23-2005,129
Just Friends,Ryan Reynolds,Adam 'Tex' Davis,Comedy,Germany,Roger Kumble,PG-13,6.2,2005,11-23-2005,96
"Yours, Mine & Ours",Dennis Quaid,Ron Burch,Comedy,USA,Raja Gosnell,PG,5.4,2005,11-23-2005,88
Bobby,Anthony Hopkins,Emilio Estevez,Biography,USA,Emilio Estevez,R,7,2006,11-23-2006,117
Hugo,Asa Butterfield,John Logan,Adventure,USA,Martin Scorsese,PG,7.5,2011,11-23-2011,126
The Muppets,Amy Adams,Jason Segel,Adventure,USA,James Bobin,PG,7.1,2011,11-23-2011,100
A Late Quartet,Philip Seymour Hoffman,Seth Grossman,Drama,USA,Yaron Zilberman,R,7.1,2012,11-23-2012,105
The Tale of the Princess Kaguya,Chloë Grace Moretz,Isao Takahata,Animation,Japan,Isao Takahata,PG,8.1,2013,11-23-2013,137
Moana,Auli'i Cravalho,Jared Bush,Animation,USA,Ron Clements,PG,7.6,2016,11-23-2016,107
Allied,Brad Pitt,Steven Knight,Action,UK,Robert Zemeckis,R,7.1,2016,11-23-2016,124
Rules Don't Apply,Lily Collins,Warren Beatty,Comedy,USA,Warren Beatty,PG-13,5.7,2016,11-23-2016,127
Bad Santa 2,Billy Bob Thornton,Johnny Rosenthal,Comedy,USA,Mark Waters,R,5.5,2016,11-23-2016,92
Manifesto,Cate Blanchett,Julian Rosefeldt,Drama,Germany,Julian Rosefeldt,NOT RATED,7.2,2015,11-23-2017,95
The Toxic Avenger Part III: The Last Temptation of Toxie,Ron Fazio,Lloyd Kaufman,Action,USA,Michael Herz,R,4.4,1989,11-24-1989,102
Mrs. Doubtfire,Robin Williams,Anne Fine,Comedy,USA,Chris Columbus,PG-13,6.9,1993,11-24-1993,125
A Perfect World,Kevin Costner,John Lee Hancock,Crime,USA,Clint Eastwood,PG-13,7.5,1993,11-24-1993,138
We're Back! A Dinosaur's Story,John Goodman,John Patrick Shanley,Animation,USA,Phil Nibbelink,G,6.1,1993,11-24-1993,72
Josh and S.A.M.,Jacob Tierney,Frank Deese,Adventure,USA,Billy Weber,PG-13,5.8,1993,11-24-1993,96
The Nutcracker,Darci Kistler,Susan Cooper,Family,USA,Emile Ardolino,G,5.8,1993,11-24-1993,92
"I, the Worst of All",Assumpta Serna,María Luisa Bemberg,Drama,Argentina,María Luisa Bemberg,R,7.1,1990,11-24-1995,105
Rumpelstiltskin,Max Grodénchik,Mark Jones,Comedy,USA,Mark Jones,R,4.4,1995,11-24-1995,87
Gummo,Nick Sutton,Harmony Korine,Comedy,USA,Harmony Korine,R,6.7,1997,11-24-1997,89
Toy Story 2,Tom Hanks,John Lasseter,Animation,USA,John Lasseter,G,7.9,1999,11-24-1999,92
End of Days,Arnold Schwarzenegger,Andrew W. Marlowe,Action,USA,Peter Hyams,R,5.7,1999,11-24-1999,121
Flawless,Robert De Niro,Joel Schumacher,Comedy,USA,Joel Schumacher,R,6.4,1999,11-24-1999,112
The Wind Will Carry Us,Behzad Dorani,Abbas Kiarostami,Drama,Iran,Abbas Kiarostami,NOT RATED,7.6,1999,11-24-1999,118
Alexander,Colin Farrell,Oliver Stone,Action,Germany,Oliver Stone,R,5.5,2004,11-24-2004,175
Christmas with the Kranks,Tim Allen,John Grisham,Comedy,USA,Joe Roth,PG,5.2,2004,11-24-2004,99
Manderlay,Bryce Dallas Howard,Lars von Trier,Drama,Denmark,Lars von Trier,NOT RATED,7.4,2005,11-24-2006,139
Tangled,Mandy Moore,Dan Fogelman,Animation,USA,Nathan Greno,PG,7.8,2010,11-24-2010,100
Love & Other Drugs,Jake Gyllenhaal,Charles Randolph,Comedy,USA,Edward Zwick,R,6.7,2010,11-24-2010,112
Burlesque,Cher,Steve Antin,Drama,USA,Steve Antin,PG-13,6.4,2010,11-24-2010,119
Faster,Dwayne Johnson,Tony Gayton,Action,USA,George Tillman Jr.,R,6.5,2010,11-24-2010,98
"Planes, Trains & Automobiles",Steve Martin,John Hughes,Comedy,USA,John Hughes,R,7.6,1987,11-25-1987,93
3 Men and a Baby,Tom Selleck,Coline Serreau,Comedy,USA,Leonard Nimoy,PG,5.9,1987,11-25-1987,102
Aladdin,Scott Weinger,Ron Clements,Animation,USA,Ron Clements,G,8,1992,11-25-1992,90
The Bodyguard,Kevin Costner,Lawrence Kasdan,Action,USA,Mick Jackson,R,6.2,1992,11-25-1992,129
A Bug's Life,Kevin Spacey,John Lasseter,Animation,USA,John Lasseter,G,7.2,1998,11-25-1998,95
Very Bad Things,Christian Slater,Peter Berg,Comedy,USA,Peter Berg,R,6.3,1998,11-25-1998,100
Babe el puerquito va a la ciudad,Magda Szubanski,George Miller,Adventure,Australia,George Miller,G,5.8,1998,11-25-1998,97
Home Fries,Drew Barrymore,Vince Gilligan,Comedy,USA,Dean Parisot,PG-13,5,1998,11-25-1998,91
Ringmaster,Jerry Springer,Jon Bernstein,Comedy,USA,Neil Abramson,R,3.2,1998,11-25-1998,90
Green Street Hooligans,Elijah Wood,Lexi Alexander,Crime,USA,Lexi Alexander,R,7.5,2005,11-25-2005,109
Fantastic Mr. Fox,George Clooney,Roald Dahl,Animation,USA,Wes Anderson,PG,7.8,2009,11-25-2009,87
Ninja Assassin,Rick Yune,Matthew Sand,Action,Germany,James McTeigue,R,6.4,2009,11-25-2009,99
Old Dogs,Robin Williams,David Diamond,Comedy,USA,Walt Becker,PG,5.4,2009,11-25-2009,100
The Deep Blue Sea,Rachel Weisz,Terence Rattigan,Drama,UK,Terence Davies,R,6.3,2011,11-25-2011,98
House of Tolerance,Noémie Lvovsky,Bertrand Bonello,Drama,France,Bertrand Bonello,NOT RATED,6.8,2011,11-25-2011,122
Creed,Michael B. Jordan,Ryan Coogler,Drama,USA,Ryan Coogler,PG-13,7.6,2015,11-25-2015,133
Brooklyn,Saoirse Ronan,Nick Hornby,Drama,UK,John Crowley,PG-13,7.5,2015,11-25-2015,117
The Good Dinosaur,Jeffrey Wright,Bob Peterson,Animation,USA,Peter Sohn,PG,6.7,2015,11-25-2015,93
Victor Frankenstein,Daniel Radcliffe,Max Landis,Drama,USA,Paul McGuigan,PG-13,6,2015,11-25-2015,110
